grade,similarity_percentage,gene_code,virus_name,gene_name,host_name,virus_lineage,host_lineage
-15.0,0.21965317919075145,YP_006990073.1,Caulobacter virus Swift,hypothetical protein,Caulobacter,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phicbkvirus",Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae
-31.0,0.21714285714285714,YP_655822.1,Mycobacterium virus PMC,hypothetical protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Che8virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-32.0,0.15476190476190477,YP_009273649.1,Pseudomonas phage JBD69,hypothetical protein,Pseudomonas aeruginosa PA14,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; D3112virus; unclassified D3112virus",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-16.0,0.17647058823529413,YP_009098543.1,Escherichia phage RB3,short tail fiber,Escherichia coli B,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-25.0,0.15656565656565657,YP_009202114.1,Escherichia phage slur09,hypothetical protein,Escherichia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; T5virus; Escherichia virus slur09",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-83.0,0.10975609756097561,YP_009167581.1,Enterobacteria phage RB68,tail fiber protein,Escherichia coli B,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus; Enterobacteria phage RB51",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-21.0,0.1657142857142857,YP_007675390.1,Cyanophage MED4-117,tail tape measure protein,Prochlorococcus,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages",Bacteria; Cyanobacteria; Synechococcales; Prochloraceae
-60.0,0.1393939393939394,AIT75122.1,Enterobacteria phage RB55,tail fiber protein,Escherichia coli B,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus T4",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-38.0,0.18292682926829268,AIT73526.1,Enterobacteria phage RB6,tail fiber adhesin,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-33.0,0.19617224880382775,YP_009005752.1,Mycobacterium phage EagleEye,hypothetical protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; L5virus; unclassified L5virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-45.0,0.14634146341463414,YP_009222183.1,Vibrio phage qdvp001,putative tail fiber protein,Vibrio,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages",Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae
-31.0,0.20855614973262032,AKA61659.1,Enterobacter phage E-4,tail fibers protein,Enterobacter cloacae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
-35.0,0.1693121693121693,YP_008770031.1,Bacillus phage CampHawk,tail fiber,Bacillus subtilis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; Spo1virus; Bacillus virus Camphawk",Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group
8.0,0.2303370786516854,YP_009097808.1,Citrobacter phage Miller,short tail fiber protein,Citrobacter,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus; unclassified Kp15virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-16.0,0.23121387283236994,YP_007236806.1,Burkholderia virus Bcepmigl,tail fiber,Burkholderia cenocepacia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Bcep22virus",Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
-16.0,0.20930232558139536,YP_009218735.1,Citrobacter phage IME-CF2,tail fiber assembly protein,Citrobacter freundii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus; unclassified Kp15virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex
-30.0,0.1791907514450867,YP_008766809.1,Pseudomonas phage MPK6,tail fiber protein,Pseudomonas aeruginosa,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Phikmvvirus; unclassified Phikmvvirus",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-26.0,0.19270833333333334,YP_425027.1,Escherichia virus K1E,tail spike protein endosialidase (endo-N-acetylneuraminidase),Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Sp6virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-39.0,0.15476190476190477,YP_009293363.1,Salmonella phage vB_SalM_PM10,tail spike protein 3,Salmonella enterica subsp. enterica serovar Typhimurium,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Ackermannviridae; Cvivirinae; Cba120virus; unclassified Cba120virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica
-30.0,0.16748768472906403,YP_009152237.1,Shigella phage SfMu,tail fiber assembly protein,Shigella flexneri,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Muvirus; Shigella virus SfMu",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella
-11.0,0.1875,YP_009124366.1,Pseudomonas phage vB_PaeM_PAO1_Ab27,putative tail fiber protein,Pseudomonas aeruginosa,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Pbunavirus; unclassified Pbunavirus",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-4.0,0.1871345029239766,AJA41761.1,Enterobacteria phage DT571/2,L-shaped tail fiber assembly,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; T5virus; unclassified T5virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-45.0,0.14705882352941177,YP_008771120.1,Bacillus phage BigBertha,tail fiber,Bacillus thuringiensis serovar kurstaki,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; B4virus; Bacillus virus Bigbertha",Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group
8.0,0.2303370786516854,YP_239188.1,Escherichia virus RB43,gp12 short tail fibers,Enterobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus; unclassified Kp15virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales
-33.0,0.14545454545454545,YP_007005930.1,Bacillus phage BCD7,putative tail fiber protein,Bacillus cereus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group
-31.0,0.14619883040935672,YP_009152812.1,Bacillus phage Pookie,tail spike protein,Bacillus megaterium,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Pagevirus; Bacillus virus Pookie",Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
-21.0,0.14545454545454545,YP_008318502.1,Shigella phage SfII,tail fiber assembly protein,Shigella,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-25.0,0.15591397849462366,YP_009140957.1,Synechococcus phage ACG-2014i,tail fiber-like protein,Synechococcus sp. WH 7803,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus
-22.0,0.19642857142857142,YP_009207438.1,Escherichia phage vB_EcoM_VR20,long tail fiber protein hinge connector,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Sp18virus; Escherichia virus VR20",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-34.0,0.15028901734104047,AGC31500.1,Escherichia phage EC1-UPM,tail fiber protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; G7cvirus; Escherichia virus EC1UPM",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-24.0,0.18556701030927836,NP_932499.1,Aeromonas virus 44RR2,baseplate wedge tail fiber connector,Aeromonas salmonicida,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus; unclassified Secunda5virus",Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas
-22.0,0.1696969696969697,YP_007001520.1,Synechococcus phage metaG-MbCM1,phage tail fiber-like protein,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-4.0,0.19672131147540983,YP_007004989.1,Escherichia phage wV7,long tail fiber distal subunit,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-50.0,0.16167664670658682,AGF87944.1,Salmonella phage FSL SP-039,tail fiber protein,Salmonella enterica,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Chivirus; Salmonella virus FSLSP030",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella
-8.0,0.18840579710144928,YP_001285713.1,Xanthomonas virus Xop411,p44,Xanthomonas oryzae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Xp10virus",Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas
-20.0,0.20098039215686275,AIQ80838.1,Bovine herpesvirus type 1.2 strain SP1777,tegument serine/threonine protein kinase,Bos taurus,"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Varicellovirus; Bovine alphaherpesvirus 1; Bovine herpesvirus type 1.2",Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos
-21.0,0.1736842105263158,YP_009215531.1,Mycobacterium phage Murucutumbu,hypothetical protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Tm4virus; unclassified Tm4virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-12.0,0.20606060606060606,YP_008858666.1,Brevibacillus phage Davies,tail fiber protein,Brevibacillus laterosporus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Abouovirus; Brevibacillus virus Davies",Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus
-23.0,0.20481927710843373,YP_009120274.1,Pandoravirus inopinatum,thioredoxin-like fold motif-containing protein,Acanthamoeba sp.,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pandoravirus",Eukaryota; Longamoebia; Acanthamoebidae; Acanthamoeba
-12.0,0.15819209039548024,YP_009101514.1,Escherichia phage ECML-4,putative tail fiber,Escherichia coli O157:H7,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Ackermannviridae; Cvivirinae; Vi1virus; Escherichia virus ECML4",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-4.0,0.21052631578947367,YP_009112805.1,Parapoxvirus red deer/HL953,putative virion protein,Cervus elaphus,"Viruses; dsDNA viruses, no RNA stage; Poxviridae; Chordopoxvirinae; Parapoxvirus; Parapoxvirus of red deer in New Zealand",Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Cervidae; Cervinae; Cervus
-35.0,0.18502202643171806,NP_045339.1,Bovine alphaherpesvirus 1,envelope protein UL20,Bos taurus,"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Varicellovirus",Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos
-20.0,0.1686046511627907,YP_009211693.1,Pectobacterium bacteriophage PM2,hinge connector of long tail fiber distal connector,Pectobacterium,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae
-36.0,0.19170984455958548,YP_007003411.1,Bacillus phage SP-10,tail fiber protein,Bacillus subtilis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group
-18.0,0.19704433497536947,YP_009289040.1,Shigella phage SHSML-52-1,tail fiber protein,Shigella sonnei,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Rb69virus; unclassified Rb69virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella
-38.0,0.18617021276595744,NP_543107.1,Enterobacteria phage phiP27,putative tail fiber assembly protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-38.0,0.18292682926829268,AIT74069.1,Enterobacteria phage RB9,tail fiber adhesin,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-35.0,0.1696969696969697,YP_008857660.1,Pseudomonas phage PAK_P3,putative tail fiber protein,Pseudomonas aeruginosa PAK,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Kpp10virus; Pseudomonas virus PAKP3",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-22.0,0.18823529411764706,YP_008858914.1,Xylella phage Paz,tail fiber protein,Xylella fastidiosa,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Pradovirus; unclassified Pradovirus",Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella
-27.0,0.16463414634146342,YP_009056541.1,Escherichia phage vB_EcoS_AHP42,tail fiber protein,Escherichia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Tunavirinae; Rogue1virus; Escherichia virus AHP42",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-11.0,0.21052631578947367,YP_009190089.1,Mycobacterium phage Badfish,hypothetical protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Bclasvirinae; Pg1virus; Mycobacterium virus Pg1",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-30.0,0.2046783625730994,YP_002922325.1,Escherichia phage JSE,hinge connector of long tail fiber distal connector,Escherichia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Rb49virus; Escherichia virus JSE",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-33.0,0.16666666666666666,YP_007005166.1,Campylobacter virus CP21,putative tail fiber protein,Campylobacter sp.,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Eucampyvirinae; Cp220virus",Bacteria; Proteobacteria; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
-35.0,0.1871345029239766,CEF89918.1,Pseudomonas phage vB_PaeP_PAO1_1-15pyo,putative tail fiber protein,Pseudomonas aeruginosa,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Phikmvvirus; unclassified Phikmvvirus; Pseudomonas phage vB_Pae-TbilisiM32",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-27.0,0.17525773195876287,YP_009222387.1,Mycobacterium phage Edtherson,tapemeasure,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; L5virus; unclassified L5virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-25.0,0.164021164021164,YP_007348900.1,Klebsiella phage KP27,L-shaped tail fiber protein,Klebsiella pneumoniae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus; Klebsiella virus KP27",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella
-27.0,0.1683673469387755,YP_009324252.1,Synechococcus phage S-WAM2,tail fiber-like protein,Synechococcus sp.,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus
-39.0,0.12195121951219512,YP_009217619.1,Stenotrophomonas phage IME13,tail fiber protein,Stenotrophomonas maltophilia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus; Stenotrophomonas virus IME13",Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group
-46.0,0.1518324607329843,YP_008857065.1,Pseudomonas phage PAK_P2,putative tail fiber protein,Pseudomonas aeruginosa PAK,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Pakpunavirus; unclassified Pakpunavirus",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-16.0,0.18478260869565216,YP_009275524.1,Pseudomonas phage JBD44,tail fiber protein,Pseudomonas aeruginosa PA14,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-38.0,0.16470588235294117,ADJ39973.1,Enterobacteria phage T4T,distal long tail fiber assembly catalyst,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus T4",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
3.0,0.1891891891891892,YP_009190337.1,Edwardsiella phage PEi20,short tail fibers,Edwardsiella ictaluri,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Hafniaceae; Edwardsiella
-66.0,0.13690476190476192,YP_009218554.1,Citrobacter phage IME-CF2,tail fiber assembly protein,Citrobacter freundii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus; unclassified Kp15virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex
-35.0,0.1524390243902439,YP_007238199.1,Pseudomonas phage KPP12,tail fiber component,Pseudomonas aeruginosa,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Pbunavirus; Pseudomonas virus KPP12",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-26.0,0.14285714285714285,YP_001686842.1,Azospirillum phage Cd,hypothetical protein,Azospirillum,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae
-48.0,0.13372093023255813,YP_007237112.1,Yersinia phage phiR201,phage tail fibers,Yersinia enterocolitica,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; T5virus; unclassified T5virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia
-11.0,0.21052631578947367,AGC33992.1,Mycobacterium phage Nacho,structural protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Bclasvirinae; Pg1virus; Mycobacterium virus Suffolk",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-21.0,0.19895287958115182,YP_009021675.1,Vibrio phage CHOED,tail fiber repeat family protein,Vibrio,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae
-8.0,0.1956521739130435,AIQ80625.1,Bovine herpesvirus type 1.2 strain K22,DNA packaging tegument protein UL17,Bos taurus,"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Varicellovirus; Bovine alphaherpesvirus 1; Bovine herpesvirus type 1.2",Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos
-13.0,0.17222222222222222,YP_007008117.1,Salmonella phage Sh19,tail spike protein 2,Salmonella,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Ackermannviridae; Cvivirinae; Cba120virus; Salmonella virus SH19",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-11.0,0.21052631578947367,YP_009043307.1,Mycobacterium phage Manad,minor tail protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Bclasvirinae; Pg1virus; Mycobacterium virus Manad",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-59.0,0.1377245508982036,YP_009219304.1,Enterobacteria phage JenK1,tail fiber assembly protein,Enterobacterales,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Nonagvirus; Escherichia virus JenK1",Bacteria; Proteobacteria; Gammaproteobacteria
-26.0,0.1569767441860465,AFO10887.1,Streptomyces phage phiELB20,putative tail fiber protein,Streptomyces sp.,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Arquatrovirinae; R4virus; Streptomyces virus ELB20",Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces
-31.0,0.18497109826589594,AIQ80841.1,Bovine herpesvirus type 1.2 strain SP1777,envelope glycoprotein M,Bos taurus,"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Varicellovirus; Bovine alphaherpesvirus 1; Bovine herpesvirus type 1.2",Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos
-12.0,0.15976331360946747,YP_007111973.1,Enterobacteria phage HK446,central tail fiber,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Hk97virus; unclassified Hk97virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-43.0,0.1695906432748538,YP_002922591.1,Enterobacteria phage JS10,gp38 distal long tail fiber assembly catalyst,Enterobacterales,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Js98virus; Escherichia virus JS10",Bacteria; Proteobacteria; Gammaproteobacteria
-19.0,0.20441988950276244,YP_004934699.1,Rhodobacter phage RcapMu,putative tail spike protein,Rhodobacter,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
-20.0,0.1686046511627907,YP_009103688.1,Acinetobacter phage vB_AbaM_Acibel004,putative tail fiber protein,Acinetobacter baumannii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex
-17.0,0.2,AGC33892.1,Mycobacterium phage Piglet,structural protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Bclasvirinae; Pg1virus; Mycobacterium virus Pg1",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-32.0,0.20108695652173914,CDL18772.1,Brucella phage F1,structural protein,Brucella sp.,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Prtbvirus; Brucella virus Tb; Brucella phage Tb",Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella
-9.0,0.20833333333333334,YP_006299964.1,Pseudomonas phage vB_Pae-TbilisiM32,tail fiber lysozyme component,Pseudomonas aeruginosa,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Phikmvvirus; unclassified Phikmvvirus",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-36.0,0.19642857142857142,YP_009210008.1,Escherichia phage vB_EcoM_VR25,distal long tail fiber assembly catalyst,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Sp18virus; Escherichia virus VR25",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-44.0,0.13414634146341464,YP_008060783.1,Escherichia phage Lw1,tail fiber hinge,Escherichia coli BL21(DE3),"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus; unclassified Kp15virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-20.0,0.17159763313609466,YP_009324141.1,Escherichia phage MX01,long tail fiber distal subunit,Escherichia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Js98virus; unclassified Js98virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
